**********************
Windows PowerShell transcript start
Start time: 20190309103618
Username: PC_NTMS20\Administrator
RunAs User: PC_NTMS20\Administrator
Machine: PC_NTMS20 (Microsoft Windows NT 6.2.9200.0)
Host Application: C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe
Process ID: 3400
**********************
Transcript started, output file is C:\Users\Administrator\Documents\PowerShell_transcript.PC_NTMS20.SgcNLS+U.201903091036
18.txt

PS C:\Windows\System32> Get-Service

Status   Name               DisplayName
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:02:16 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:27:13.8906250
UserProcessorTime          : 00:00:00
VirtualMemorySize          : 5701632
VirtualMemorySize64        : 5701632
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 1515520
WorkingSet64               : 1515520
Site                       :
Container                  :

__NounName                 : Process
Name                       : taskhost
Handles                    : 470
VM                         : 1774059520
WS                         : 32890880
PM                         : 24944640
NPM                        : 26784
Path                       : C:\Windows\system32\taskhost.exe
Company                    : Microsoft Corporation
CPU                        : 17.28125
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Tasks
Product                    : Microsoft? Windows? Operating System
BasePriority               : 6
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3324
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 470
Id                         : 2456
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (taskhost.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 26784
NonpagedSystemMemorySize64 : 26784
PagedMemorySize            : 24944640
PagedMemorySize64          : 24944640
PagedSystemMemorySize      : 204432
PagedSystemMemorySize64    : 204432
PeakPagedMemorySize        : 47296512
PeakPagedMemorySize64      : 47296512
PeakWorkingSet             : 55746560
PeakWorkingSet64           : 55746560
PeakVirtualMemorySize      : 1781542912
PeakVirtualMemorySize64    : 2200804798464
PriorityBoostEnabled       : True
PriorityClass              : BelowNormal
PrivateMemorySize          : 24944640
PrivateMemorySize64        : 24944640
PrivilegedProcessorTime    : 00:00:07.5000000
ProcessName                : taskhost
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 2/10/2019 6:17:20 PM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:17.2812500
UserProcessorTime          : 00:00:09.7812500
VirtualMemorySize          : 1774059520
VirtualMemorySize64        : 2200797315072
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 32890880
WorkingSet64               : 32890880
Site                       :
Container                  :

__NounName                 : Process
Name                       : taskhostex
Handles                    : 242
VM                         : 515334144
WS                         : 11759616
PM                         : 5300224
NPM                        : 27792
Path                       : C:\Windows\system32\taskhostex.exe
Company                    : Microsoft Corporation
CPU                        : 0.078125
FileVersion                : 6.3.9600.16384 (winblue_rtm.130821-1623)
ProductVersion             : 6.3.9600.16384
Description                : Host Process for Windows Tasks
Product                    : Microsoft? Windows? Operating System
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 1568
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 242
Id                         : 2024
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (taskhostex.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 27792
NonpagedSystemMemorySize64 : 27792
PagedMemorySize            : 5300224
PagedMemorySize64          : 5300224
PagedSystemMemorySize      : 218072
PagedSystemMemorySize64    : 218072
PeakPagedMemorySize        : 5939200
PeakPagedMemorySize64      : 5939200
PeakWorkingSet             : 12242944
PeakWorkingSet64           : 12242944
PeakVirtualMemorySize      : 518000640
PeakVirtualMemorySize64    : 2199541256192
PriorityBoostEnabled       : True
PriorityClass              : Normal
PrivateMemorySize          : 5300224
PrivateMemorySize64        : 5300224
PrivilegedProcessorTime    : 00:00:00.0468750
ProcessName                : taskhostex
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:28:04 AM
SynchronizingObject        :
Threads                    : System.Diagnostics.ProcessThreadCollection
TotalProcessorTime         : 00:00:00.0781250
UserProcessorTime          : 00:00:00.0312500
VirtualMemorySize          : 515334144
VirtualMemorySize64        : 2199538589696
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet                 : 11759616
WorkingSet64               : 11759616
Site                       :
Container                  :

__NounName                 : Process
Name                       : TeamViewer_Service
Handles                    : 409
VM                         : 92721152
WS                         : 15286272
PM                         : 5001216
NPM                        : 59480
Path                       : C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe
Company                    : TeamViewer GmbH
CPU                        : 1.15625
FileVersion                : 12.1.10277.0
ProductVersion             : 12.0.75813
Description                : TeamViewer 12
Product                    : TeamViewer
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3560
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
HandleCount                : 409
Id                         : 1548
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (TeamViewer_Service.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : System.Diagnostics.ProcessModuleCollection
NonpagedSystemMemorySize   : 59480
NonpagedSystemMemorySize64 : 59480
PagedMemorySize            : 5001216
PagedMemorySize64          : 5001216
PagedSystemMemorySize      : 171336
